ordem_de_servico;tag_equipamento;tipo_de_equipamento;tipo_de_evento;tipo_de_manutencao;km_atual;hr_atual;data_entrada;hora_entrada;data_saida;hora_saida
199;CHH-11;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;73.133,00;14.979,00;05/10/2021;12:00:00;05/10/2021;13:00:00
200;CPG-19;CAMINHAO POLIGUINDASTE;Corretiva;Hidráulico;190.987,60;6.369,00;05/10/2021;13:28:00;05/10/2021;14:45:00
201;CB-15;CAMINHAO BASCULANTE;Corretiva;Diversos;73.452,30;262;05/10/2021;15:00:00;05/10/2021;15:25:00
202;CM-9;CAVALO MECANICO;Corretiva;Elétrico;427.477,30;10.801,00;05/10/2021;16:20:00;05/10/2021;16:35:00
203;CM-51;CAVALO MECANICO;Corretiva;Hidráulico;127.391,20;2.907,00;06/10/2021;07:40:00;06/10/2021;07:56:00
204;RT-60;REBOQUE TANQUE;Corretiva;Hidráulico;;;06/10/2021;07:40:00;06/10/2021;07:55:00
205;VL-71;VEICULO LEVE;Corretiva;Borracharia;10.825,00;;06/10/2021;09:05:00;06/10/2021;09:25:00
206;CP-17;CAMINHAO PIPA;Corretiva;Borracharia;60.034,20;7.605,00;06/10/2021;11:03:00;06/10/2021;11:30:00
207;CH-15;CAMINHAO HIDROJATO;Corretiva;Diversos;57.395,90;8.315,00;06/10/2021;15:15:00;06/10/2021;15:55:00
208;CHV-13;CAMINHAO HIPERVACUO;Corretiva;Hidráulico;102.556,10;17.360,20;06/10/2021;15:48:00;06/10/2021;16:15:00
209;CB-97;CAMINHAO BASCULANTE;Corretiva;Diversos;119.230,00;5.021,00;06/10/2021;17:30:00;06/10/2021;18:10:00
210;CB-13;CAMINHAO BASCULANTE;Corretiva;Mecânico;102.156,00;1.098,00;07/10/2021;08:00:00;07/10/2021;14:30:00
211;CB-12;CAMINHAO BASCULANTE;Corretiva;Diversos;98.751,10;6.381,00;07/10/2021;13:05:00;07/10/2021;16:30:00
212;CP-77;CAMINHAO PIPA;Corretiva;Borracharia;37.309,40;5.549,00;07/10/2021;14:10:00;07/10/2021;16:00:00
213;CRR-99;CAMINHAO ROLL ON;Corretiva;Elétrico;8.225,70;362,6;08/10/2021;08:00:00;08/10/2021;08:15:00
214;CP-80;CAMINHAO PIPA;Corretiva;Diversos;14.501,50;2.314,00;08/10/2021;08:30:00;08/10/2021;09:05:00
215;CHV-14;CAMINHAO HIPERVACUO;Corretiva;Elétrico;120.961,60;7.762,00;08/10/2021;11:10:00;08/10/2021;11:25:00
216;CP-17;CAMINHAO PIPA;Corretiva;Mecânico;60.188,80;7.632,00;08/10/2021;11:09:00;08/10/2021;11:11:00
217;CP-3;CAMINHAO PIPA;Corretiva;Borracharia;4.152,80;539;08/10/2021;13:45:00;08/10/2021;14:23:00
218;CH-63;CAMINHAO HIDROJATO;Corretiva;Elétrico;17.155,90;88,6;09/10/2021;08:00:00;09/10/2021;11:30:00
219;CHH-66;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;25.424,20;6.750,00;09/10/2021;11:33:00;09/10/2021;12:10:00
220;#VALOR!;CAMINHAO VACUO;Corretiva;Diversos;86.198,70;1.201,00;11/10/2021;08:00:00;11/10/2021;16:40:00
221;#VALOR!;CAMINHAO VACUO;Corretiva;Mecânico;128.198,00;;11/10/2021;08:00:00;11/10/2021;08:30:00
222;#VALOR!;CAMINHAO VACUO;Corretiva;Mecânico;291.170,00; ;11/10/2021;08:45:00;11/10/2021;09:05:00
223;CV-35;CAMINHAO VACUO;Corretiva;Diversos;96.530,00;8.772,60;11/10/2021;08:45:00;11/10/2021;16:00:00
224;CHV-13;CAMINHAO HIPERVACUO;Corretiva;Diversos;102.758,70;17.392,90;11/10/2021;10:45:00;11/10/2021;11:05:00
225;CB-10;CAMINHAO BASCULANTE;Corretiva;Diversos;77.136,50;184;11/10/2021;10:55:00;13/10/2021;14:20:00
226;RT-27;REBOQUE TANQUE;Corretiva;Diversos;;;11/10/2021;12:06:00;12/10/2021;16:30:00
227;CH-16;CAMINHAO HIDROJATO;Corretiva;Borracharia;53.638,80;7.623,00;11/10/2021;14:20:00;11/10/2021;14:50:00
228;CH-65;CAMINHAO HIDROJATO;Corretiva;Elétrico;49.216,80;2.779,60;13/10/2021;08:00:00;13/10/2021;08:15:00
229;CB-14;CAMINHAO BASCULANTE;Corretiva;Mecânico;111.897,00;6.463,00;13/10/2021;09:00:00;13/10/2021;09:35:00
230;CH-15;CAMINHAO HIDROJATO;Corretiva;Mecânico;57.617,10;8.352,00;13/10/2021;09:12:00;13/10/2021;10:20:00
231;CRR-31;CAMINHAO ROLL ON;Corretiva;Mecânico;74.782,90;3.529,00;13/10/2021;13:15:00;13/10/2021;13:30:00
232;CM-4;CAVALO MECANICO;Preventiva;Diversos;440.817,50;11.854,00;13/10/2021;14:15:00;13/10/2021;16:40:00
233;CHH-75;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;27.510,30;3.747,60;13/10/2021;14:35:00;13/10/2021;14:57:00
234;#VALOR!;CAMINHAO VACUO;Corretiva;Elétrico;983,9;23;13/10/2021;14:37:00;13/10/2021;14:56:00
235;CHV-14;CAMINHAO HIPERVACUO;Corretiva;Elétrico;121.160,00;7.776,00;14/10/2021;08:20:00;14/10/2021;09:14:00
236;CB-101;CAMINHAO BASCULANTE;Corretiva;Diversos;103.199,60;14.290,00;14/10/2021;09:15:00;16/10/2021;16:50:00
237;CHH-11;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Elétrico;73.414,90;15.019,90;14/10/2021;08:00:00;14/10/2021;11:15:00
238;CHH-66;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;25.649,50;6.808,90;14/10/2021;08:00:00;14/10/2021;10:00:00
239;CH-15;CAMINHAO HIDROJATO;Corretiva;Elétrico;57.659,40;8.360,00;14/10/2021;10:25:00;14/10/2021;14:37:00
240;CH-16;CAMINHAO HIDROJATO;Corretiva;Hidráulico;53.746,90;7.653,00;14/10/2021;13:55:00;14/10/2021;14:35:00
241;CB-15;CAMINHAO BASCULANTE;Corretiva;Elétrico;74.099,90;351;14/10/2021;15:25:00;14/10/2021;16:25:00
242;CP-79;CAMINHAO PIPA;Corretiva;Diversos;14.585,70;2.236,00;15/10/2021;08:00:00;15/10/2021;10:00:00
243;CHH-11;CAMINHAO HIPERVACUO HIDROJATO;Preventiva;Mecânico;73.414,90;15.019,90;15/10/2021;08:00:00;15/10/2021;10:30:00
244;CPG-18;CAMINHAO POLIGUINDASTE;Corretiva;Mecânico;128.736,40;;15/10/2021;10:48:00;15/10/2021;11:10:00
245;#VALOR!;CAMINHAO VACUO;Corretiva;Elétrico;;;15/10/2021;10:15:00;15/10/2021;12:10:00
246;CRR-31;CAMINHAO ROLL ON;Corretiva;Borracharia;74.869,00;3.549,00;16/10/2021;10:47:00;16/10/2021;12:10:00
247;CV-35;CAMINHAO VACUO;Corretiva;Diversos;96.755,00;8.814,00;16/10/2021;11:40:00;16/10/2021;13:20:00
248;CB-5;CAMINHAO BASCULANTE;Corretiva;Borracharia;10.692,00;1.168,00;16/10/2021;11:42:00;16/10/2021;12:00:00
249;CB-2;CAMINHAO BASCULANTE;Corretiva;Diversos;69.080,00;8.290,00;16/10/2021;12:33:00;16/10/2021;13:20:00
250;CB-98;CAMINHAO BASCULANTE;Preventiva;Diversos;86.622,40;1.271,00;18/10/2021;08:16:00;18/10/2021;09:35:00
251;CB-84;CAMINHAO BASCULANTE;Corretiva;Elétrico;21.931,70;2.985,00;18/10/2021;08:30:00;18/10/2021;08:46:00
252;CPG-18;CAMINHAO POLIGUINDASTE;Corretiva;Elétrico;128.737,00;;18/10/2021;08:40:00;18/10/2021;09:23:00
253;CV-35;CAMINHAO VACUO;Corretiva;Mecânico;96.772,40;8.815,60;18/10/2021;08:51:00;18/10/2021;08:53:00
254;CM-55;CAVALO MECANICO;Corretiva;Borracharia;44.663,20;1.198,00;18/10/2021;09:15:00;18/10/2021;09:20:00
255;RT-29;REBOQUE TANQUE;Corretiva;Borracharia;;;18/10/2021;09:21:00;18/10/2021;09:25:00
256;CP-17;CAMINHAO PIPA;Corretiva;Borracharia;60.679,80;7.723,00;18/10/2021;11:00:00;18/10/2021;12:14:00
257;CB-11;CAMINHAO BASCULANTE;Preventiva;Diversos;96.152,60;616;18/10/2021;13:00:00;18/10/2021;15:05:00
258;CH-15;CAMINHAO HIDROJATO;Corretiva;Diversos;57.748,30;8.387,00;18/10/2021;14:35:00;18/10/2021;14:50:00
259;CB-14;CAMINHAO BASCULANTE;Corretiva;Diversos;111.997,00;6.561,00;18/10/2021;15:40:00;18/10/2021;16:58:00
260;CP-78;CAMINHAO PIPA;Corretiva;Diversos;40.417,50;5.911,00;19/10/2021;08:00:00;19/10/2021;10:00:00
261;RT-68;REBOQUE TANQUE;Corretiva;Diversos;;;19/10/2021;11:55:00;19/10/2021;12:35:00
262;CB-101;CAMINHAO BASCULANTE;Corretiva;Diversos;103.445,90;14.320,00;19/10/2021;14:30:00;19/10/2021;14:55:00
263;RT-67;REBOQUE TANQUE;Corretiva;Mecânico;;;19/10/2021;14:50:00;19/10/2021;15:11:00
264;CP-74;CAMINHAO PIPA;Corretiva;Diversos;32.491,50;5.947,40;19/10/2021;15:10:00;19/10/2021;16:30:00
265;CP-80;CAMINHAO PIPA;Corretiva;Diversos;15.301,40;2.430,00;20/10/2021;08:00:00;21/10/2021;09:42:00
266;CHH-49;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;50.703,30;5.100,60;20/10/2021;14:38:00;20/10/2021;15:10:00
267;CB-101;CAMINHAO BASCULANTE;Corretiva;Elétrico;103.446,40;14.321,00;20/10/2021;09:50:00;21/10/2021;09:40:00
268;CB-13;CAMINHAO BASCULANTE;Corretiva;Elétrico;102.542,00;1.410,00;20/10/2021;11:05:00;21/10/2021;10:45:00
269;CB-84;CAMINHAO BASCULANTE;Corretiva;Diversos;22.065,90;2.989,00;20/10/2021;14:15:00;21/10/2021;15:50:00
270;CB-11;CAMINHAO BASCULANTE;Corretiva;Diversos;96.213,00;617;20/10/2021;17:30:00;20/10/2021;18:10:00
271;CM-36;CAVALO MECANICO;Corretiva;Elétrico;142.146,20;3.769,00;20/10/2021;18:56:00;20/10/2021;19:15:00
272;CM-8;CAVALO MECANICO;Corretiva;Borracharia;374.323,00;9.810,00;21/10/2021;08:00:00;21/10/2021;08:30:00
273;CH-16;CAMINHAO HIDROJATO;Corretiva;Mecânico;53.842,60;7.664,00;21/10/2021;09:25:00;21/10/2021;09:36:00
274;CH-15;CAMINHAO HIDROJATO;Corretiva;Borracharia;57.856,40;8.407,00;21/10/2021;10:00:00;21/10/2021;10:25:00
275;CHV-12;CAMINHAO HIPERVACUO;Corretiva;Mecânico;166.909,70;8.860,70;21/10/2021;11:30:00;21/10/2021;11:50:00
276;CHV-14;CAMINHAO HIPERVACUO;Corretiva;Borracharia;121.423,50;7.797,00;21/10/2021;14:00:00;21/10/2021;14:35:00
277;CP-17;CAMINHAO PIPA;Corretiva;Borracharia;60.814,50;7.745,00;21/10/2021;15:55:00;21/10/2021;16:20:00
278;CHH-66;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;25.931,90;6.850,30;22/10/2021;07:35:00;22/10/2021;08:15:00
279;CM-3;CAVALO MECANICO;Corretiva;Borracharia;568.278,40;;22/10/2021;09:15:00;22/10/2021;09:55:00
280;CB-2;CAMINHAO BASCULANTE;Corretiva;Diversos;98.536,90;8.384,00;22/10/2021;14:06:00;23/10/2021;14:13:00
281;CH-15;CAMINHAO HIDROJATO;Preventiva;Diversos;57.912,30;8.414,00;23/10/2021;08:30:00;23/10/2021;10:10:00
282;CM-5;CAVALO MECANICO;Preventiva;Mecânico;376.317,70;9.295,00;23/10/2021;10:16:00;23/10/2021;11:25:00
283;CP-77;CAMINHAO PIPA;Corretiva;Elétrico;37.938,70;5.550,00;23/10/2021;09:04:00;23/10/2021;09:07:00
284;RT-26;REBOQUE TANQUE;Corretiva;Borracharia;;;23/10/2021;10:40:00;23/10/2021;11:25:00
285;CV-32;CAMINHAO VACUO;Corretiva;Borracharia;101.243,30;6.282,00;23/10/2021;11:30:00;23/10/2021;11:46:00
286;CB-12;CAMINHAO BASCULANTE;Corretiva;Borracharia;100.337,90;6.617,00;23/10/2021;11:48:00;23/10/2021;13:17:00
287;CPG-16;CAMINHAO POLIGUINDASTE;Corretiva;Diversos;2.058,40;104;23/10/2021;12:00:00;23/10/2021;12:35:00
288;CP-78;CAMINHAO PIPA;Corretiva;Diversos;40.720,40;5.965,00;23/10/2021;13:00:00;23/10/2021;14:00:00
289;CRR-17;CAMINHAO ROLL ON;Corretiva;Diversos;1.534,60;55;23/10/2021;13:05:00;23/10/2021;13:50:00
290;CM-36;CAVALO MECANICO;Corretiva;Elétrico;142.611,80;3.782,00;25/10/2021;08:00:00;25/10/2021;08:15:00
291;#VALOR!;CAMINHAO VACUO;Corretiva;Diversos;27.679,80;5.149,50;25/10/2021;08:15:00;25/10/2021;09:30:00
292;CM-54;CAVALO MECANICO;Corretiva;Elétrico;185.539,20;6.965,00;25/10/2021;08:22:00;25/10/2021;08:36:00
293;RT-24;REBOQUE TANQUE;Corretiva;Borracharia;;;25/10/2021;08:23:00;25/10/2021;08:36:00
294;RT-26;REBOQUE TANQUE;Corretiva;Elétrico;;;25/10/2021;08:36:00;25/10/2021;08:44:00
295;CM-7;CAVALO MECANICO;Corretiva;Borracharia;138.577,60;4.521,00;25/10/2021;09:00:00;25/10/2021;09:15:00
296;RB-20;REBOQUE TANQUE;Corretiva;Borracharia;;;25/10/2021;09:15:00;25/10/2021;09:30:00
297;CH-16;CAMINHAO HIDROJATO;Corretiva;Diversos;53.985,80;7.699,00;25/10/2021;09:50:00;25/10/2021;16:55:00
298;CB-98;CAMINHAO BASCULANTE;Corretiva;Diversos;87.008,80;1.310,00;25/10/2021;10:50:00;25/10/2021;14:30:00
299;CB-2;CAMINHAO BASCULANTE;Preventiva;Diversos;98.565,50;8.390,00;25/10/2021;13:05:00;27/10/2021;17:26:00
300;CB-13;CAMINHAO BASCULANTE;Corretiva;Diversos;102.812,90;1.564,00;25/10/2021;16:45:00;30/10/2021;12:03:00
301;RT-27;REBOQUE TANQUE;Corretiva;Mecânico;;;26/10/2021;07:47:00;26/10/2021;08:08:00
302;CHV-14;CAMINHAO HIPERVACUO;Corretiva;Elétrico;121.615,90;7.811,00;26/10/2021;08:30:00;26/10/2021;08:45:00
303;CB-84;CAMINHAO BASCULANTE;Corretiva;Diversos;22.627,60;3.062,00;26/10/2021;08:50:00;26/10/2021;11:02:00
304;CB-12;CAMINHAO BASCULANTE;Corretiva;Elétrico;100.521,10;6.642,00;26/10/2021;08:50:00;26/10/2021;10:40:00
305;CHH-11;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Elétrico;74.562,00;15.186,50;26/10/2021;11:50:00;26/10/2021;12:25:00
306;CMK-100;CAMINHAO MUNCK;Corretiva;Diversos;1.430,20;85;26/10/2021;13:10:00;26/10/2021;13:33:00
307;CB-97;CAMINHAO BASCULANTE;Corretiva;Diversos;121.444,80;5.414,00;26/10/2021;14:17:00;26/10/2021;19:30:00
308;CHH-95;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Hidráulico;16.153,50;989;26/10/2021;17:00:00;26/10/2021;17:20:00
309;CH-63;CAMINHAO HIDROJATO;Corretiva;Elétrico;17.449,10;206,9;27/10/2021;11:30:00;27/10/2021;11:41:00
310;CP-17;CAMINHAO PIPA;Corretiva;Carroceria;61.037,40;7.786,00;27/10/2021;15:00:00;27/10/2021;15:30:00
311;CM-4;CAVALO MECANICO;Corretiva;Diversos;443.326,00;11.914,00;28/10/2021;08:00:00;28/10/2021;09:50:00
312;CHH-75;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Elétrico;27.790,60;3.869,70;28/10/2021;08:15:00;28/10/2021;11:47:00
313;CM-7;CAVALO MECANICO;Corretiva;Elétrico;138.713,10;4.530,00;28/10/2021;10:00:00;28/10/2021;10:15:00
314;CM-8;CAVALO MECANICO;Corretiva;Mecânico;376.244,90;9.856,00;28/10/2021;10:05:00;28/10/2021;10:30:00
315;VL-45;VEICULO LEVE;Corretiva;Elétrico;144.717,00;;28/10/2021;10:15:00;28/10/2021;11:30:00
316;CHH-95;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;16.382,20;1.013,00;28/10/2021;11:03:00;28/10/2021;11:20:00
317;#VALOR!;CAMINHAO VACUO;Lubrificação;Mecânico;130.510,00;;28/10/2021;14:25:00;28/10/2021;14:45:00
318;CB-98;CAMINHAO BASCULANTE;Corretiva;Borracharia;87.237,00;1.335,00;29/10/2021;07:55:00;29/10/2021;08:25:00
319;CM-36;CAVALO MECANICO;Corretiva;Mecânico;144.001,80;3.815,00;29/10/2021;08:18:00;29/10/2021;08:43:00
320;CM-3;CAVALO MECANICO;Corretiva;Elétrico;568.444,90;;29/10/2021;09:18:00;29/10/2021;09:25:00
321;CB-5;CAMINHAO BASCULANTE;Corretiva;Diversos;12.334,30;1.406,40;29/10/2021;10:50:00;29/10/2021;12:00:00
322;RE-52;RETRO CASE;Corretiva;Diversos;;4.751,00;29/10/2021;09:25:00;30/10/2021;10:35:00
323;CHH-11;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;74.938,10;15.243,70;29/10/2021;11:55:00;29/10/2021;12:10:00
324;CB-97;CAMINHAO BASCULANTE;Corretiva;Borracharia;121.779,40;5.461,00;30/10/2021;08:40:00;30/10/2021;09:45:00
325;CHV-13;CAMINHAO HIPERVACUO;Corretiva;Elétrico;102.985,90;17.422,90;30/10/2021;08:45:00;30/10/2021;09:55:00
326;#VALOR!;CAMINHAO VACUO;Corretiva;Mecânico;150.263,70;4.817,00;30/10/2021;10:45:00;30/10/2021;10:55:00
327;RT-50;REBOQUE TANQUE;Corretiva;Mecânico;;;30/10/2021;11:00:00;30/10/2021;11:20:00
328;CB-97;CAMINHAO BASCULANTE;Corretiva;Diversos;121.997,00;5.489,00;01/11/2021;11:20:00;01/11/2021;12:43:00
329;CB-5;CAMINHAO BASCULANTE;Corretiva;Diversos;12.652,30;1.452,40;01/11/2021;11:33:00;01/11/2021;12:26:00
330;CB-83;CAMINHAO BASCULANTE;Corretiva;Diversos;22.458,80;2.986,00;01/11/2021;13:10:00;01/11/2021;15:15:00
331;CP-17;CAMINHAO PIPA;Corretiva;Diversos;61.331,50;7.843,00;01/11/2021;13:52:00;01/11/2021;14:32:00
332;CH-15;CAMINHAO HIDROJATO;Corretiva;Elétrico;58.244,30;8.492,00;01/10/2021;14:35:00;01/10/2021;14:55:00
333;RC-48;REBOQUE CARROCERIA;Corretiva;Mecânico;;;03/11/2021;08:15:00;03/11/2021;08:30:00
334;CHV-14;CAMINHAO HIPERVACUO;Corretiva;Elétrico;121.961,10;7.841,00;03/11/2021;08:27:00;03/11/2021;08:40:00
335;#VALOR!;CAMINHAO VACUO;Corretiva;Mecânico;294.043,00;;03/11/2021;08:41:00;03/11/2021;13:55:00
336;#VALOR!;CAMINHAO VACUO;Corretiva;Elétrico;150.264,20;4.817,00;03/11/2021;09:30:00;03/11/2021;11:40:00
337;CM-36;CAVALO MECANICO;Corretiva;Mecânico;144.002,10;3.816,00;03/11/2021;10:55:00;03/11/2021;14:00:00
338;CM-3;CAVALO MECANICO;Corretiva;Mecânico;568.498,00;;03/11/2021;11:38:00;03/11/2021;12:15:00
339;CHH-95;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;16.996,20;1.113,00;03/11/2021;11:40:00;03/11/2021;12:20:00
340;CHH-75;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;27.906,70;3.869,90;03/11/2021;12:20:00;03/11/2021;12:45:00
341;CH-15;CAMINHAO HIDROJATO;Corretiva;Borracharia;58.335,00;8.508,00;03/11/2021;12:30:00;03/11/2021;13:15:00
342;CB-14;CAMINHAO BASCULANTE;Corretiva;Diversos;113.160,00;6.805,00;03/11/2021;14:00:00;03/11/2021;14:35:00
343;CHV-13;CAMINHAO HIPERVACUO;Corretiva;Borracharia;102.986,00;17.423,20;03/11/2021;15:42:00;03/11/2021;16:17:00
344;CHH-95;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;17.145,80;1.124,00;04/11/2021;07:45:00;04/11/2021;11:15:00
345;#VALOR!;CAMINHAO VACUO;Adequação;Diversos;1.880,80;28;04/11/2021;08:00:00;04/11/2021;10:00:00
346;CHH-75;CAMINHAO HIPERVACUO HIDROJATO;Preventiva;Mecânico;27.927,60;3.873,10;04/11/2021;11:15:00;04/11/2021;14:21:00
347;CB-101;CAMINHAO BASCULANTE;Corretiva;Diversos;104.405,00;14.468,00;04/11/2021;14:20:00;05/11/2021;13:10:00
348;CB-98;CAMINHAO BASCULANTE;Corretiva;Diversos;87.649,90;1.382,00;04/11/2021;14:20:00;04/11/2021;15:54:00
349;CHH-95;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Elétrico;17.183,80;1.126,00;04/11/2021;14:50:00;04/11/2021;15:37:00
350;CHH-66;CAMINHAO HIPERVACUO HIDROJATO;Preventiva;Diversos;25.932,50;6.850,70;04/11/2021;14:45:00;05/11/2021;10:02:00
351;CM-54;CAVALO MECANICO;Corretiva;Elétrico;186.449,20;6.990,00;04/11/2021;15:54:00;04/11/2021;16:15:00
352;RT-27;REBOQUE TANQUE;Corretiva;Mecânico;;;04/11/2021;16:15:00;04/11/2021;17:00:00
353;CHH-11;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Borracharia;75.660,20;15.382,10;04/11/2021;17:40:00;04/11/2021;18:05:00
354;CV-32;CAMINHAO VACUO;Corretiva;Mecânico;101.714,00;6.303,40;05/11/2021;08:27:00;05/11/2021;08:40:00
355;CM-6;CAVALO MECANICO;Corretiva;Diversos;375.587,30;6.104,00;05/11/2021;08:15:00;05/11/2021;12:00:00
356;CHH-62;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Elétrico;33.026,80;3.670,60;05/11/2021;08:56:00;05/11/2021;09:02:00
357;RT-26;REBOQUE TANQUE;Corretiva;Borracharia;;;05/11/2021;10:50:00;05/11/2021;11:30:00
358;CHH-96;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Elétrico;8.690,80;555;05/11/2021;10:55:00;05/11/2021;11:05:00
359;CM-43;CAVALO MECANICO;Corretiva;Elétrico;127.263,80;3.102,00;05/11/2021;12:00:00;05/11/2021;12:20:00
360;RT-27;REBOQUE TANQUE;Corretiva;Borracharia;;;05/11/2021;14:30:00;05/11/2021;15:25:00
361;CM-3;CAVALO MECANICO;Corretiva;Mecânico;568.498,10;;05/11/2021;13:30:00;05/11/2021;14:15:00
362;RT-29;REBOQUE TANQUE;Corretiva;Elétrico;;;05/11/2021;16:40:00;05/11/2021;16:58:00
363;CP-79;CAMINHAO PIPA;Corretiva;Diversos;15.831,80;2.392,00;06/11/2021;08:00:00;06/11/2021;09:25:00
364;CP-80;CAMINHAO PIPA;Corretiva;Diversos;15.865,50;2.529,00;06/11/2021;08:00:00;06/11/2021;09:00:00
365;CH-15;CAMINHAO HIDROJATO;Corretiva;Diversos;58.396,50;8.524,00;06/11/2021;09:30:00;08/11/2021;08:50:00
366;CP-78;CAMINHAO PIPA;Corretiva;Elétrico;41.518,40;6.097,00;06/11/2021;09:41:00;06/11/2021;10:25:00
367;CB-12;CAMINHAO BASCULANTE;Corretiva;Elétrico;101.115,80;6.741,00;06/11/2021;09:45:00;06/11/2021;09:55:00
368;CHH-11;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;75.863,30;15.416,40;06/11/2021;11:35:00;06/11/2021;11:58:00
369;CH-16;CAMINHAO HIDROJATO;Corretiva;Hidráulico;54.332,20;7.770,00;08/11/2021;07:50:00;08/11/2021;12:55:00
370;RT-47;REBOQUE TANQUE;Corretiva;Elétrico;;;08/11/2021;08:50:00;08/11/2021;08:58:00
371;CB-97;CAMINHAO BASCULANTE;Corretiva;Diversos;122.447,90;5.583,00;08/11/2021;08:57:00;10/11/2021;14:00:00
372;#VALOR!;CAMINHAO VACUO;Corretiva;Mecânico;;;08/11/2021;09:10:00;09/11/2021;09:00:00
373;CB-13;CAMINHAO BASCULANTE;Corretiva;Diversos;103.003,30;6.594,00;08/11/2021;10:30:00;12/11/2021;09:00:00
374;CP-74;CAMINHAO PIPA;Corretiva;Borracharia;33.064,80;6.037,20;08/11/2021;12:14:00;08/11/2021;13:20:00
375;RT-26;REBOQUE TANQUE;Corretiva;Mecânico;;;08/11/2021;15:30:00;08/11/2021;16:27:00
376;CB-15;CAMINHAO BASCULANTE;Corretiva;Diversos;76.242,40;682;08/11/2021;16:14:00;08/11/2021;16:45:00
377;CHH-49;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;51.008,10;5.208,10;08/11/2021;16:00:00;08/11/2021;16:35:00
378;#VALOR!;CAMINHAO VACUO;Adequação;Diversos;643,6;12;09/11/2021;08:00:00;09/11/2021;12:05:00
379;#VALOR!;CAMINHAO HIDROJATO;Corretiva;Diversos;5.066,50;721;09/11/2021;11:25:00;09/11/2021;12:40:00
380;CHH-11;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Elétrico;76.225,20;15.422,10;09/11/2021;14:20:00;09/11/2021;14:35:00
381;CPG-19;CAMINHAO POLIGUINDASTE;Corretiva;Mecânico;194.338,50;6.508,00;09/11/2021;15:01:00;09/11/2021;15:45:00
382;CPG-18;CAMINHAO POLIGUINDASTE;Corretiva;Diversos;2.596,70;107;09/11/2021;16:45:00;09/11/2021;17:15:00
383;CRR-99;CAMINHAO ROLL ON;Corretiva;Diversos;9.829,00;478,4;10/11/2021;07:40:00;10/11/2021;08:17:00
384;CB-14;CAMINHAO BASCULANTE;Corretiva;Diversos;114.035,10;6.911,00;10/11/2021;07:45:00;17/11/2021;15:20:00
385;CP-79;CAMINHAO PIPA;Corretiva;Borracharia;15.938,90;2.406,00;10/11/2021;08:15:00;10/11/2021;09:10:00
386;CHH-96;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;9.605,40;645;10/11/2021;11:15:00;10/11/2021;13:35:00
387;CH-15;CAMINHAO HIDROJATO;Corretiva;Elétrico;58.449,50;8.530,00;10/11/2021;12:50:00;10/11/2021;14:50:00
388;CPG-19;CAMINHAO POLIGUINDASTE;Corretiva;Borracharia;194.438,60;6.513,00;11/11/2021;08:00:00;11/11/2021;09:00:00
389;CB-10;CAMINHAO BASCULANTE;Corretiva;Diversos;79.787,10;582;11/11/2021;14:00:00;12/11/2021;15:00:00
390;CHH-95;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;18.466,20;1.250,00;11/11/2021;14:55:00;11/11/2021;15:20:00
391;RT-29;REBOQUE TANQUE;Corretiva;Elétrico;;;11/11/2021;16:25:00;11/11/2021;16:45:00
392;CPG-19;CAMINHAO POLIGUINDASTE;Corretiva;Elétrico;194.631,70;6.517,00;12/11/2021;08:30:00;12/11/2021;08:56:00
393;CP-78;CAMINHAO PIPA;Corretiva;Borracharia;42.111,30;6.173,00;12/11/2021;10:58:00;12/11/2021;11:20:00
394;CB-83;CAMINHAO BASCULANTE;Corretiva;Borracharia;23.377,30;3.179,00;12/11/2021;14:40:00;12/11/2021;15:15:00
395;CV-35;CAMINHAO VACUO;Corretiva;Elétrico;97.145,50;8.952,10;13/11/2021;08:15:00;13/11/2021;11:10:00
396;CHH-11;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;76.889,60;15.599,40;16/11/2021;08:00:00;16/11/2021;09:10:00
